,support,itemsets
0,0.03839590443686007,frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ'})
1,1.0,frozenset({'G2_ИГРУШКИ'})
2,0.3575085324232082,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})"
3,0.13737201365187712,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'})
4,0.1476109215017065,frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'})
5,0.06313993174061433,frozenset({'G2_ОБУВЬ'})
6,0.23976109215017063,frozenset({'G2_ПОДГУЗНИКИ'})
7,0.26791808873720135,"frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})"
8,0.15955631399317405,frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})
9,0.03839590443686007,"frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ', 'G2_ИГРУШКИ'})"
10,0.3575085324232082,"frozenset({'G2_ИГРУШКИ', 'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})"
11,0.13737201365187712,"frozenset({'G2_ИГРУШКИ', 'G2_КОСМЕТИКА/ГИГИЕНА'})"
12,0.1476109215017065,"frozenset({'G2_ИГРУШКИ', 'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'})"
13,0.06313993174061433,"frozenset({'G2_ИГРУШКИ', 'G2_ОБУВЬ'})"
14,0.23976109215017063,"frozenset({'G2_ИГРУШКИ', 'G2_ПОДГУЗНИКИ'})"
15,0.26791808873720135,"frozenset({'G2_ИГРУШКИ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})"
16,0.15955631399317405,"frozenset({'G2_ИГРУШКИ', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})"
17,0.032423208191126277,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ', 'G2_ПОДГУЗНИКИ'})"
18,0.052901023890784986,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})"
19,0.04692832764505119,"frozenset({'G2_КОСМЕТИКА/ГИГИЕНА', 'G2_ПОДГУЗНИКИ'})"
20,0.03498293515358362,"frozenset({'G2_КОСМЕТИКА/ГИГИЕНА', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})"
21,0.04010238907849829,"frozenset({'G2_ПОДГУЗНИКИ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})"
22,0.034129692832764506,"frozenset({'G2_ПОДГУЗНИКИ', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})"
23,0.034129692832764506,"frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})"
24,0.032423208191126277,"frozenset({'G2_ИГРУШКИ', 'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ', 'G2_ПОДГУЗНИКИ'})"
25,0.052901023890784986,"frozenset({'G2_ИГРУШКИ', 'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})"
26,0.04692832764505119,"frozenset({'G2_ИГРУШКИ', 'G2_КОСМЕТИКА/ГИГИЕНА', 'G2_ПОДГУЗНИКИ'})"
27,0.03498293515358362,"frozenset({'G2_ИГРУШКИ', 'G2_КОСМЕТИКА/ГИГИЕНА', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})"
28,0.04010238907849829,"frozenset({'G2_ИГРУШКИ', 'G2_ПОДГУЗНИКИ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})"
29,0.034129692832764506,"frozenset({'G2_ИГРУШКИ', 'G2_ПОДГУЗНИКИ', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})"
30,0.034129692832764506,"frozenset({'G2_ИГРУШКИ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})"
