,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
0,"frozenset({'G2_ИГРУШКИ', 'G2_КОСМЕТИКА/ГИГИЕНА'})",frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),0.13737201365187712,0.15955631399317405,0.03498293515358362,0.25465838509316774,1.596040787856645,1.0,0.013064363009470118,1.1275952787258248,0.43292079805071054,0.13355048859934857,0.11315698206009402,0.23695486099578172
1,frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),0.15955631399317405,0.13737201365187712,0.03498293515358362,0.21925133689839574,1.596040787856645,1.0,0.013064363009470118,1.104872831829445,0.44434814906524706,0.13355048859934857,0.09491846374373869,0.23695486099578172
2,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),0.13737201365187712,0.15955631399317405,0.03498293515358362,0.25465838509316774,1.596040787856645,1.0,0.013064363009470118,1.1275952787258248,0.43292079805071054,0.13355048859934857,0.11315698206009402,0.23695486099578172
3,frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),"frozenset({'G2_ИГРУШКИ', 'G2_КОСМЕТИКА/ГИГИЕНА'})",0.15955631399317405,0.13737201365187712,0.03498293515358362,0.21925133689839574,1.596040787856645,1.0,0.013064363009470118,1.104872831829445,0.44434814906524706,0.13355048859934857,0.09491846374373869,0.23695486099578172
4,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),"frozenset({'G2_ИГРУШКИ', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})",0.13737201365187712,0.15955631399317405,0.03498293515358362,0.25465838509316774,1.596040787856645,1.0,0.013064363009470118,1.1275952787258248,0.43292079805071054,0.13355048859934857,0.11315698206009402,0.23695486099578172
5,"frozenset({'G2_ИГРУШКИ', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})",frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),0.15955631399317405,0.13737201365187712,0.03498293515358362,0.21925133689839574,1.596040787856645,1.0,0.013064363009470118,1.104872831829445,0.44434814906524706,0.13355048859934857,0.09491846374373869,0.23695486099578172
6,"frozenset({'G2_ИГРУШКИ', 'G2_ПОДГУЗНИКИ'})",frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),0.23976109215017063,0.13737201365187712,0.04692832764505119,0.19572953736654805,1.4248137751154928,1.0,0.01399186362100898,1.0725595759461175,0.3921844709723497,0.1421188630490956,0.06765085835172535,0.2686722220994231
7,frozenset({'G2_ПОДГУЗНИКИ'}),frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),0.23976109215017063,0.13737201365187712,0.04692832764505119,0.19572953736654805,1.4248137751154928,1.0,0.01399186362100898,1.0725595759461175,0.3921844709723497,0.1421188630490956,0.06765085835172535,0.2686722220994231
8,frozenset({'G2_ПОДГУЗНИКИ'}),"frozenset({'G2_ИГРУШКИ', 'G2_КОСМЕТИКА/ГИГИЕНА'})",0.23976109215017063,0.13737201365187712,0.04692832764505119,0.19572953736654805,1.4248137751154928,1.0,0.01399186362100898,1.0725595759461175,0.3921844709723497,0.1421188630490956,0.06765085835172535,0.2686722220994231
9,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),"frozenset({'G2_ИГРУШКИ', 'G2_ПОДГУЗНИКИ'})",0.13737201365187712,0.23976109215017063,0.04692832764505119,0.3416149068322981,1.4248137751154926,1.0,0.01399186362100898,1.1547024921115332,0.34563438539699665,0.1421188630490956,0.13397606151229338,0.2686722220994231
