,support,itemsets
0,0.05802249851983422,frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ'})
1,0.12551805802249852,frozenset({'G2_ИГРУШКИ'})
2,0.08644168146832445,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})"
3,0.1936056838365897,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'})
4,0.40082889283599765,frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'})
5,0.32741267021906456,frozenset({'G2_ОБУВЬ'})
6,0.06098283007696862,frozenset({'G2_ПОДГУЗНИКИ'})
7,0.6329188869153345,"frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})"
8,0.34399052693901716,frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})
9,0.0615748963883955,"frozenset({'G2_ИГРУШКИ', 'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'})"
10,0.0763765541740675,"frozenset({'G2_ИГРУШКИ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})"
11,0.035523978685612786,"frozenset({'G2_ИГРУШКИ', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})"
12,0.03137951450562463,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})"
13,0.0497335701598579,"frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР', 'G2_КОСМЕТИКА/ГИГИЕНА'})"
14,0.0645352279455299,"frozenset({'G2_КОСМЕТИКА/ГИГИЕНА', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})"
15,0.10183540556542332,"frozenset({'G2_КОСМЕТИКА/ГИГИЕНА', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})"
16,0.05091770278271166,"frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР', 'G2_ОБУВЬ'})"
17,0.1876850207223209,"frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})"
18,0.12255772646536411,"frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})"
19,0.24807578448786263,"frozenset({'G2_ОБУВЬ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})"
20,0.05150976909413854,"frozenset({'G2_ПОДГУЗНИКИ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})"
21,0.13676731793960922,"frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})"
