,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
0,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),0.1936056838365897,0.34399052693901716,0.10183540556542332,0.5259938837920489,1.5290940959118255,1.0,0.03523688436408608,1.3839683721996219,0.4290928183587747,0.23369565217391305,0.2774401351306594,0.4110175959407749
1,frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),0.34399052693901716,0.1936056838365897,0.10183540556542332,0.29604130808950085,1.5290940959118255,1.0,0.03523688436408608,1.14551368628592,0.5274588615565444,0.23369565217391305,0.12702919923874226,0.4110175959407749
2,frozenset({'G2_ПОДГУЗНИКИ'}),"frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",0.06098283007696862,0.6329188869153345,0.05150976909413854,0.8446601941747572,1.3345473039861226,1.0,0.01291258416087658,2.3630846654825337,0.2669623574089374,0.08018433179723503,0.5768243031631693,0.4630223328217098
3,"frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",frozenset({'G2_ПОДГУЗНИКИ'}),0.6329188869153345,0.06098283007696862,0.05150976909413854,0.0813844714686623,1.3345473039861226,1.0,0.01291258416087658,1.0222091187858662,0.6829069336299592,0.08018433179723503,0.021726590359754494,0.4630223328217098
4,frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'}),frozenset({'G2_ИГРУШКИ'}),0.40082889283599765,0.12551805802249852,0.0615748963883955,0.1536189069423929,1.223878933140102,1.0,0.011263632160312904,1.033201177519666,0.30529796290665845,0.13248407643312102,0.032134281533988916,0.32209247233912097
5,frozenset({'G2_ИГРУШКИ'}),frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'}),0.12551805802249852,0.40082889283599765,0.0615748963883955,0.49056603773584906,1.2238789331401019,1.0,0.011263632160312904,1.176150691840449,0.2091818134472162,0.13248407643312102,0.1497688119919457,0.32209247233912097
6,frozenset({'G2_ОБУВЬ'}),"frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",0.32741267021906456,0.6329188869153345,0.24807578448786263,0.7576853526220614,1.1971286815516013,1.0,0.040850121690834795,1.5148944442971637,0.24482755722881425,0.34829592684954275,0.33988800093332533,0.5748202254223497
7,"frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",frozenset({'G2_ОБУВЬ'}),0.6329188869153345,0.32741267021906456,0.24807578448786263,0.39195509822263797,1.1971286815516011,1.0,0.040850121690834795,1.1061474700551077,0.44858726614827904,0.34829592684954275,0.09596140924122841,0.5748202254223497
8,frozenset({'G2_ИГРУШКИ'}),"frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",0.12551805802249852,0.6329188869153345,0.0763765541740675,0.6084905660377359,0.9614037100446547,1.0,-0.0030661953973066397,0.937604770770471,-0.043893014853472474,0.11197916666666669,-0.06654747413268394,0.3645820463490831
9,"frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",frozenset({'G2_ИГРУШКИ'}),0.6329188869153345,0.12551805802249852,0.0763765541740675,0.12067352666043031,0.9614037100446547,1.0,-0.0030661953973066397,0.9944906340148395,-0.09858329482570125,0.11197916666666669,-0.005539887251545838,0.3645820463490831
10,frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'}),frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),0.40082889283599765,0.34399052693901716,0.12255772646536411,0.3057607090103397,0.8888637478803163,1.0,-0.015323615593673567,0.9449327941750753,-0.17264749326613976,0.19695528068506182,-0.05827631992918433,0.3310214904776311
11,frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'}),0.34399052693901716,0.40082889283599765,0.12255772646536411,0.3562822719449225,0.8888637478803162,1.0,-0.015323615593673567,0.930797896423223,-0.16008349507452319,0.19695528068506182,-0.07434707775200189,0.3310214904776311
12,frozenset({'G2_ИГРУШКИ'}),frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),0.12551805802249852,0.34399052693901716,0.035523978685612786,0.2830188679245283,0.822751924138603,1.0,-0.0076530442339086124,0.9149605808482129,-0.1976605222177961,0.08185538881309685,-0.09294325999591307,0.19314454583833987
13,frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),frozenset({'G2_ИГРУШКИ'}),0.34399052693901716,0.12551805802249852,0.035523978685612786,0.10327022375215146,0.8227519241386029,1.0,-0.0076530442339086124,0.9751900351035093,-0.2472144215961592,0.08185538881309685,-0.025441159162231674,0.19314454583833987
