,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
0,frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'}),0.37568199532346064,0.12314886983632112,0.05378020265003897,0.14315352697095438,1.1624428804033828,1.0,0.0075153895081007185,1.0233468395614849,0.22383252818035435,0.12084063047285465,0.022814200092208418,0.28993119386522404
1,"frozenset({'G2_КОСМЕТИКА/ГИГИЕНА', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})",frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'}),0.37568199532346064,0.12314886983632112,0.05378020265003897,0.14315352697095438,1.1624428804033828,1.0,0.0075153895081007185,1.0233468395614849,0.22383252818035435,0.12084063047285465,0.022814200092208418,0.28993119386522404
2,frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),"frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР', 'G2_КОСМЕТИКА/ГИГИЕНА'})",0.37568199532346064,0.12314886983632112,0.05378020265003897,0.14315352697095438,1.1624428804033828,1.0,0.0075153895081007185,1.0233468395614849,0.22383252818035435,0.12084063047285465,0.022814200092208418,0.28993119386522404
3,frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'}),frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),0.12314886983632112,0.37568199532346064,0.05378020265003897,0.4367088607594937,1.1624428804033826,1.0,0.0075153895081007185,1.1083398285268902,0.15936876006441228,0.12084063047285465,0.09774964838255987,0.28993119386522404
4,"frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР', 'G2_КОСМЕТИКА/ГИГИЕНА'})",frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),0.12314886983632112,0.37568199532346064,0.05378020265003897,0.4367088607594937,1.1624428804033826,1.0,0.0075153895081007185,1.1083398285268902,0.15936876006441228,0.12084063047285465,0.09774964838255987,0.28993119386522404
5,frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'}),"frozenset({'G2_КОСМЕТИКА/ГИГИЕНА', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})",0.12314886983632112,0.37568199532346064,0.05378020265003897,0.4367088607594937,1.1624428804033826,1.0,0.0075153895081007185,1.1083398285268902,0.15936876006441228,0.12084063047285465,0.09774964838255987,0.28993119386522404
6,"frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})","frozenset({'G2_ИГРУШКИ', 'G2_КОСМЕТИКА/ГИГИЕНА'})",0.19251753702260327,0.22915042868277474,0.04676539360872954,0.24291497975708504,1.0600677517970751,1.0,0.0026499174710480425,1.018180984574089,0.0701737451737452,0.12474012474012475,0.01785633875464116,0.22349830620507313
7,frozenset({'G2_ИГРУШКИ'}),"frozenset({'G2_КОСМЕТИКА/ГИГИЕНА', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",0.22915042868277474,0.19251753702260327,0.04676539360872954,0.20408163265306123,1.0600677517970751,1.0,0.0026499174710480425,1.0145292483562163,0.07350859453993935,0.12474012474012475,0.014321172484437802,0.22349830620507313
8,"frozenset({'G2_КОСМЕТИКА/ГИГИЕНА', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",frozenset({'G2_ИГРУШКИ'}),0.19251753702260327,0.22915042868277474,0.04676539360872954,0.24291497975708504,1.0600677517970751,1.0,0.0026499174710480425,1.018180984574089,0.0701737451737452,0.12474012474012475,0.01785633875464116,0.22349830620507313
9,"frozenset({'G2_ИГРУШКИ', 'G2_КОСМЕТИКА/ГИГИЕНА'})","frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",0.22915042868277474,0.19251753702260327,0.04676539360872954,0.20408163265306123,1.0600677517970751,1.0,0.0026499174710480425,1.0145292483562163,0.07350859453993935,0.12474012474012475,0.014321172484437802,0.22349830620507313
10,"frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",frozenset({'G2_ИГРУШКИ'}),0.19251753702260327,0.22915042868277474,0.04676539360872954,0.24291497975708504,1.0600677517970751,1.0,0.0026499174710480425,1.018180984574089,0.0701737451737452,0.12474012474012475,0.01785633875464116,0.22349830620507313
11,frozenset({'G2_ИГРУШКИ'}),"frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",0.22915042868277474,0.19251753702260327,0.04676539360872954,0.20408163265306123,1.0600677517970751,1.0,0.0026499174710480425,1.0145292483562163,0.07350859453993935,0.12474012474012475,0.014321172484437802,0.22349830620507313
12,"frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ', 'G2_КОСМЕТИКА/ГИГИЕНА'})",frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),0.08885424785658613,0.37568199532346064,0.03351519875292284,0.37719298245614036,1.004021984421635,1.0,0.0001342576251952346,1.0024260920158519,0.004396522569478953,0.07775768535262206,0.002420220338611836,0.2332023003567009
13,frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ'}),0.37568199532346064,0.08885424785658613,0.03351519875292284,0.08921161825726141,1.004021984421635,1.0,0.0001342576251952346,1.0003923747907186,0.006416398107017348,0.07775768535262206,0.00039222089312778845,0.2332023003567009
14,frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ'}),frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),0.08885424785658613,0.37568199532346064,0.03351519875292284,0.37719298245614036,1.004021984421635,1.0,0.0001342576251952346,1.0024260920158519,0.004396522569478953,0.07775768535262206,0.002420220338611836,0.2332023003567009
15,frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),"frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ', 'G2_КОСМЕТИКА/ГИГИЕНА'})",0.37568199532346064,0.08885424785658613,0.03351519875292284,0.08921161825726141,1.004021984421635,1.0,0.0001342576251952346,1.0003923747907186,0.006416398107017348,0.07775768535262206,0.00039222089312778845,0.2332023003567009
16,"frozenset({'G2_КОСМЕТИКА/ГИГИЕНА', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})",frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ'}),0.37568199532346064,0.08885424785658613,0.03351519875292284,0.08921161825726141,1.004021984421635,1.0,0.0001342576251952346,1.0003923747907186,0.006416398107017348,0.07775768535262206,0.00039222089312778845,0.2332023003567009
17,frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ'}),"frozenset({'G2_КОСМЕТИКА/ГИГИЕНА', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})",0.08885424785658613,0.37568199532346064,0.03351519875292284,0.37719298245614036,1.004021984421635,1.0,0.0001342576251952346,1.0024260920158519,0.004396522569478953,0.07775768535262206,0.002420220338611836,0.2332023003567009
18,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),"frozenset({'G2_ИГРУШКИ', 'G2_ПОДГУЗНИКИ'})",1.0,0.10756040530007795,0.10756040530007795,0.10756040530007795,1.0,1.0,0.0,1.0,0.0,0.10756040530007795,0.0,0.553780202650039
19,"frozenset({'G2_ИГРУШКИ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),0.04676539360872954,1.0,0.04676539360872954,1.0,1.0,1.0,0.0,inf,0.0,0.04676539360872954,0.0,0.5233826968043648
20,"frozenset({'G2_ИГРУШКИ', 'G2_ПОДГУЗНИКИ'})",frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),0.10756040530007795,1.0,0.10756040530007795,1.0,1.0,1.0,0.0,inf,0.0,0.10756040530007795,0.0,0.553780202650039
21,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),"frozenset({'G2_ИГРУШКИ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",1.0,0.04676539360872954,0.04676539360872954,0.04676539360872954,1.0,1.0,0.0,1.0,0.0,0.04676539360872954,0.0,0.5233826968043648
22,frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ'}),frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),0.08885424785658613,1.0,0.08885424785658613,1.0,1.0,1.0,0.0,inf,0.0,0.08885424785658613,0.0,0.5444271239282931
23,"frozenset({'G2_ИГРУШКИ', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})",frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),0.06157443491816056,1.0,0.06157443491816056,1.0,1.0,1.0,0.0,inf,0.0,0.06157443491816056,0.0,0.5307872174590803
24,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),"frozenset({'G2_ИГРУШКИ', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})",1.0,0.06157443491816056,0.06157443491816056,0.06157443491816056,1.0,1.0,0.0,1.0,0.0,0.06157443491816056,0.0,0.5307872174590803
25,"frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР', 'G2_ПОДГУЗНИКИ'})",frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),0.048324240062353856,1.0,0.048324240062353856,1.0,1.0,1.0,0.0,inf,0.0,0.048324240062353856,0.0,0.5241621200311769
26,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),"frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})",1.0,0.03351519875292284,0.03351519875292284,0.03351519875292284,1.0,1.0,0.0,1.0,0.0,0.033515198752922845,0.0,0.5167575993764614
